,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
274188,31467799,34061013,12000,12000,12000.0, 36 months,8.39,378.2,A,A5,Sales Rep,4 years,MORTGAGE,50000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31467799,,credit_card,Credit card refinancing,483xx,MI,15.27,0.0,Aug-00,0.0,62.0,,6.0,0.0,12804,55.7,13.0,w,7687.22,7687.22,5289.21,5289.21,4312.78,976.43,0.0,0.0,0.0,Jan-16,378.2,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,31482.0,,,,,,,,,,,,23000.0,,,
261440,33601581,36214807,16000,16000,16000.0, 36 months,6.49,490.32,A,A2,Technical Analyst / Programmer,6 years,MORTGAGE,115129.0,Source Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33601581,,credit_card,Credit card refinancing,719xx,AR,15.82,0.0,Oct-92,1.0,,,18.0,0.0,78063,62.7,38.0,w,10143.9,10143.9,6858.71,6858.71,5856.1,1002.61,0.0,0.0,0.0,Jan-16,490.32,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,325035.0,,,,,,,,,,,,124600.0,,,
414607,13488168,15540465,4900,4900,4900.0, 36 months,12.49,163.9,B,B4,Courtesy Associate,10+ years,OWN,45000.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13488168,,debt_consolidation,Debt consolidation,270xx,NC,12.56,0.0,Jun-00,0.0,38.0,,10.0,0.0,5878,35.8,24.0,w,0.0,0.0,5274.42,5274.42,4900.0,374.42,0.0,0.0,0.0,Jan-15,4127.12,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,14550.0,,,,,,,,,,,,16400.0,,,
203124,1470536,1727512,6000,6000,6000.0, 36 months,10.16,194.06,B,B1,"Signature Flooring, Inc",5 years,RENT,45000.0,Source Verified,Aug-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1470536,"  Borrower added on 08/13/12 > I have a Care Credit account that will be coming due by the end of the month. No interest until then, but something like 24.99% after. Lower rate would be better.<br>",credit_card,Credit card refinancing,928xx,CA,21.71,0.0,Oct-02,0.0,,,4.0,0.0,11333,84.6,12.0,f,0.0,0.0,6770.544726,6770.54,6000.0,770.54,0.0,0.0,0.0,Apr-14,3097.26,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
422547,12945607,14977805,10000,10000,10000.0, 36 months,18.92,366.16,D,D4,Tchenician,4 years,RENT,50000.0,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12945607,,debt_consolidation,Debt consolidation,331xx,FL,9.87,0.0,Feb-94,0.0,30.0,83.0,11.0,1.0,11038,59.3,19.0,f,4857.22,4857.22,7689.36,7689.36,5142.78,2546.58,0.0,0.0,0.0,Dec-15,366.16,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,11038.0,,,,,,,,,,,,18600.0,,,
77990,7731088,1968177,30225,30225,30225.0, 60 months,21.0,817.69,E,E1,Relationship Associate,10+ years,MORTGAGE,87000.0,Source Verified,Oct-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7731088,  Borrower added on 10/09/13 > Personal<br>,debt_consolidation,Personal,221xx,VA,32.77,1.0,Dec-99,0.0,8.0,,17.0,0.0,22070,80.3,46.0,w,0.0,0.0,33321.04,33321.04,30225.0,3096.04,0.0,0.0,0.0,Apr-14,29232.59,,May-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,399058.0,,,,,,,,,,,,27500.0,,,
375632,17934548,20087071,11000,11000,11000.0, 60 months,15.61,265.23,D,D1,Senior Builder,< 1 year,OWN,47000.0,Source Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17934548,,debt_consolidation,Debt consolidation,655xx,MO,28.19,0.0,Jan-02,2.0,28.0,,6.0,0.0,10579,70.5,14.0,w,8386.57,8386.57,5039.37,5039.37,2613.43,2425.94,0.0,0.0,0.0,Jan-16,265.23,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,35870.0,,,,,,,,,,,,15000.0,,,
270637,32049497,34662768,10000,10000,10000.0, 36 months,11.67,330.57,B,B4,Teacher,3 years,RENT,45000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32049497,,debt_consolidation,Debt consolidation,480xx,MI,22.35,0.0,May-04,0.0,,108.0,6.0,1.0,16960,76.1,12.0,f,6518.79,6518.79,4615.01,4615.01,3481.21,1133.8,0.0,0.0,0.0,Dec-15,330.57,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,20561.0,,,,,,,,,,,,22300.0,,,
106722,6299517,7830872,8000,8000,8000.0, 36 months,18.25,290.23,D,D2,Hutchinson Manufacturing,1 year,RENT,30000.0,Not Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6299517,  Borrower added on 07/30/13 > I'm trying to consolidate my credit cards down to one monthly payment and to purchase more fuel oil for the upcoming heating season.<br>,debt_consolidation,Reconfiguring my debt,553xx,MN,22.28,0.0,Aug-07,0.0,,,5.0,0.0,8180,95.1,6.0,f,0.0,0.0,3794.14,3794.14,1802.46,1099.09,0.0,892.59,8.9259,Jun-14,290.23,,Nov-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,26003.0,,,,,,,,,,,,8600.0,,,
293168,29084368,31617568,21650,21650,21650.0, 36 months,15.61,756.99,D,D1,Resident Physician,2 years,RENT,60000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29084368,,credit_card,Credit card refinancing,110xx,NY,21.57,0.0,Feb-04,0.0,,,10.0,0.0,37416,91.7,16.0,f,13832.25,13832.25,11354.85,11354.85,7817.75,3537.1,0.0,0.0,0.0,Jan-16,756.99,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,422919.0,,,,,,,,,,,,40800.0,,,
277974,31367414,33940638,19200,19200,19200.0, 36 months,12.49,642.22,B,B5,"Team Leader, Federal/State Surveyor",< 1 year,RENT,78835.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31367414,,debt_consolidation,Debt consolidation,850xx,AZ,19.77,0.0,Apr-97,1.0,79.0,,10.0,0.0,20210,88.3,17.0,w,12569.72,12569.72,8977.76,8977.76,6630.28,2347.48,0.0,0.0,0.0,Jan-16,642.22,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,85732.0,,,,,,,,,,,,22900.0,,,
73328,8294979,10037104,10000,10000,10000.0, 36 months,11.99,332.1,B,B3,Accounting Analyst,< 1 year,MORTGAGE,36500.0,Not Verified,Oct-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8294979,  Borrower added on 10/19/13 > This loan will be used to pay off credit cards that have very high interest rates (higher than the APR on this loan).  I currently pay more than the minimum on all of these cards each month and the monthly payment amount for this new loan is less than all the minimum monthly payments combined.<br>,credit_card,CreditCardRefi,327xx,FL,25.28,0.0,Apr-05,0.0,,,11.0,0.0,6726,83.0,19.0,f,0.0,0.0,11399.06871,11399.07,10000.0,1399.07,0.0,0.0,0.0,Mar-15,6085.75,,Apr-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,27396.0,,,,,,,,,,,,8100.0,,,
431169,12429480,14441587,18000,18000,18000.0, 60 months,12.99,409.47,B,B5,Production Manager,10+ years,RENT,75000.0,Verified,Mar-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12429480,"  Borrower added on 03/05/14 > Need to wrap up some credit card debt for better interest rates.  Great credit history and stable income.<br><br> Borrower added on 03/05/14 > Credit card consolidation, great credit history.<br>",credit_card,Credit card refinancing,598xx,MT,16.75,0.0,Apr-01,0.0,74.0,,17.0,0.0,14341,17.5,48.0,f,0.0,0.0,20134.44,20134.44,18000.0,2134.44,0.0,0.0,0.0,Feb-15,16039.74,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,42008.0,,,,,,,,,,,,81800.0,,,
324310,24014496,26387266,12400,12400,12400.0, 36 months,10.99,405.91,B,B3,field supervisor,10+ years,MORTGAGE,85000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24014496,,debt_consolidation,Debt consolidation,395xx,MS,16.22,0.0,Nov-01,0.0,,,12.0,0.0,31085,58.5,19.0,f,7048.76,7048.76,6900.47,6900.47,5351.24,1549.23,0.0,0.0,0.0,Jan-16,405.91,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,3549.0,293275.0,,,,,,,,,,,,53100.0,,,
270057,32498962,35112195,9000,9000,9000.0, 36 months,14.99,311.95,C,C5,Owner,8 years,MORTGAGE,84000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32498962,,debt_consolidation,Debt consolidation,440xx,OH,9.0,0.0,Apr-82,2.0,66.0,,13.0,0.0,27043,62.9,48.0,w,5968.11,5968.11,4352.31,4352.31,3031.89,1320.42,0.0,0.0,0.0,Dec-15,311.95,Feb-16,Jan-16,0.0,66.0,1,INDIVIDUAL,,,,0.0,596.0,226833.0,,,,,,,,,,,,43000.0,,,
83836,7615189,9297318,20000,20000,19975.0, 60 months,15.1,476.85,C,C2,Supervisor,10+ years,MORTGAGE,92000.0,Verified,Oct-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7615189,,credit_card,Credit card free,633xx,MO,6.2,0.0,Apr-96,1.0,41.0,,11.0,0.0,13492,66.6,26.0,f,0.0,0.0,10537.8,10524.65,3959.55,3668.29,23.84,2886.12,519.5016,Feb-15,977.54,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,298045.0,,,,,,,,,,,,26400.0,,,
331102,22443474,24686171,12000,12000,12000.0, 60 months,12.99,272.98,C,C1,Client Services Manager,10+ years,MORTGAGE,70000.0,Not Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22443474,,debt_consolidation,Debt consolidation,193xx,PA,12.63,0.0,Dec-97,1.0,46.0,,6.0,0.0,6945,60.9,23.0,w,9345.15,9345.15,4640.66,4640.66,2654.85,1985.81,0.0,0.0,0.0,Jan-16,272.98,Feb-16,Jan-16,0.0,46.0,1,INDIVIDUAL,,,,0.0,0.0,305870.0,,,,,,,,,,,,11400.0,,,
141292,4767523,6029812,28000,28000,28000.0, 36 months,7.62,872.52,A,A3,"eVolutionary Green Holdings, LLC",3 years,RENT,233000.0,Source Verified,May-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4767523,,debt_consolidation,Debt consolidation,800xx,CO,12.3,0.0,Jan-96,0.0,,,16.0,0.0,45151,51.1,34.0,w,3435.3,3435.3,27920.64,27920.64,24564.7,3355.94,0.0,0.0,0.0,Jan-16,872.52,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,75856.0,,,,,,,,,,,,88300.0,,,
160476,3369834,4222708,4750,4750,4750.0, 36 months,21.49,180.16,E,E3,Sunrise Senior Living,< 1 year,RENT,16500.0,Not Verified,Mar-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3369834,,credit_card,Consolidation ,949xx,CA,19.2,0.0,Apr-07,2.0,,,8.0,0.0,5976,37.8,10.0,w,0.0,0.0,5888.5562740000005,5888.56,4750.0,1138.56,0.0,0.0,0.0,Jul-14,3186.16,,Jul-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,5976.0,,,,,,,,,,,,15800.0,,,
10713,828978,1038058,7000,7000,7000.0, 36 months,7.49,217.72,A,A4,UPMC Centers for Rehab Services,1 year,RENT,45000.0,Not Verified,Aug-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=828978,  Borrower added on 07/25/11 > Thank you!<br/>,car,Car Loan,152xx,PA,10.64,0.0,Aug-02,5.0,,,10.0,0.0,2449,8.6,14.0,f,0.0,0.0,7837.800776000001,7837.8,7000.0,837.8,0.0,0.0,0.0,Aug-14,226.34,,Aug-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
2003,872910,1087137,12000,12000,11750.0, 60 months,12.42,269.49,B,B4,North Bergen Board of Education,5 years,RENT,52000.0,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=872910,,wedding,Wedding Loan,070xx,NJ,3.76,0.0,Jun-04,0.0,39.0,,6.0,0.0,4943,48.9,11.0,f,2796.7,2738.54,13190.97,12915.98,9203.3,3987.67,0.0,0.0,0.0,Jan-16,269.49,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
337977,22252912,24575707,15000,15000,15000.0, 36 months,9.17,478.19,B,B1,Accounting Manager,3 years,RENT,100000.0,Verified,Jul-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22252912,,credit_card,Credit card refinancing,100xx,NY,7.67,0.0,Feb-02,0.0,28.0,,10.0,0.0,27091,83.1,33.0,w,8426.72,8426.72,8129.23,8129.23,6573.28,1555.95,0.0,0.0,0.0,Dec-15,478.19,Jan-16,Jan-16,0.0,34.0,1,INDIVIDUAL,,,,0.0,0.0,27091.0,,,,,,,,,,,,32600.0,,,
105485,6190580,7662718,10000,10000,10000.0, 36 months,11.55,330.0,B,B3,Cordell Public Schools,5 years,MORTGAGE,67000.0,Not Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6190580,,credit_card,Credit card refinancing,736xx,OK,22.19,0.0,Jan-87,0.0,,,13.0,0.0,30304,82.3,37.0,w,0.0,0.0,6600.0,6600.0,5128.2,1471.8,0.0,0.0,0.0,Apr-15,330.0,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,43189.0,,,,,,,,,,,,36800.0,,,
385067,16672302,18784820,18000,18000,18000.0, 36 months,11.67,595.03,B,B4,driver,10+ years,RENT,85000.0,Verified,May-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16672302,,small_business,Business,021xx,MA,9.06,0.0,Sep-95,0.0,41.0,,14.0,0.0,10885,19.1,22.0,w,0.0,0.0,19973.14,19973.14,18000.0,1973.14,0.0,0.0,0.0,Jul-15,12832.78,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,158282.0,,,,,,,,,,,,59600.0,,,
342353,21511236,23834128,8000,8000,8000.0, 36 months,10.99,261.88,B,B3,Sr.EEG Technologist,10+ years,RENT,80000.0,Verified,Jul-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21511236,,other,Other,117xx,NY,21.35,0.0,Jul-80,3.0,47.0,,15.0,0.0,5010,37.1,35.0,w,4547.54,4547.54,4456.01,4456.01,3452.46,1003.55,0.0,0.0,0.0,Dec-15,261.88,Feb-16,Jan-16,0.0,72.0,1,INDIVIDUAL,,,,0.0,0.0,45358.0,,,,,,,,,,,,13500.0,,,
52635,1362673,1606663,9100,9100,9100.0, 36 months,13.53,308.95,B,B5,"Manager, IT Operations",6 years,MORTGAGE,100000.0,Not Verified,Dec-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1362673,,debt_consolidation,Place all Balances in a Single Payment,840xx,UT,5.84,0.0,Jul-03,0.0,,,10.0,0.0,15835,64.6,11.0,w,0.0,0.0,9854.186208,9854.19,9100.0,754.19,0.0,0.0,0.0,Aug-14,7691.54,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,246999.0,,,,,,,,,,,,24500.0,,,
106980,6518592,8070640,7200,7200,7200.0, 36 months,10.64,234.5,B,B2,Easton Coach Company,4 years,MORTGAGE,45000.0,Not Verified,Aug-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6518592,"  Borrower added on 07/29/13 > The loan is to make a few home improvements....new window in kitchen, new central air and heat pump.<br>",home_improvement,Home Improvement Loan,180xx,PA,14.47,0.0,Apr-80,0.0,,99.0,13.0,1.0,8567,38.2,24.0,f,1587.34,1587.34,6796.72,6796.72,5612.66,1184.06,0.0,0.0,0.0,Jan-16,234.5,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,151716.0,,,,,,,,,,,,22400.0,,,
324527,24334813,26757765,8875,8875,8875.0, 36 months,20.2,330.74,E,E3,store manager,7 years,MORTGAGE,65000.0,Verified,Aug-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24334813,,home_improvement,Home improvement,334xx,FL,14.23,0.0,Jun-03,4.0,55.0,,19.0,0.0,6395,37.2,38.0,f,0.0,0.0,9170.74,9170.74,8875.0,295.74,0.0,0.0,0.0,Oct-14,8840.0,,Oct-14,0.0,55.0,1,INDIVIDUAL,,,,0.0,1635.0,157207.0,,,,,,,,,,,,17200.0,,,
325580,24084437,26477389,16225,16225,16225.0, 60 months,25.57,481.67,F,F5,Election Specialist,10+ years,RENT,47900.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24084437,,debt_consolidation,Debt consolidation,701xx,LA,32.12,0.0,Nov-90,0.0,,,11.0,0.0,35202,94.1,31.0,w,13665.24,13665.24,7860.01,7860.01,2559.76,5300.25,0.0,0.0,0.0,Dec-15,481.67,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,42076.0,,,,,,,,,,,,37400.0,,,
153352,3917304,5010292,13500,13500,13500.0, 36 months,12.12,449.17,B,B3,SKF USA,2 years,MORTGAGE,70000.0,Not Verified,Apr-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3917304,"  Borrower added on 03/24/13 > Pay off high interest credit cards.  Big banks refuse to lower APR, even with long term perfect repayment.<br>",debt_consolidation,Debt Consolidation of Revolving Accounts,480xx,MI,20.11,0.0,Jan-99,2.0,,,15.0,0.0,11924,72.7,33.0,f,0.0,0.0,15365.04169,15365.04,13500.0,1865.04,0.0,0.0,0.0,Sep-14,8181.02,,Sep-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,273000.0,,,,,,,,,,,,16400.0,,,
184735,2085626,2417849,12175,12175,12175.0, 36 months,17.77,438.76,D,D1,Target Pharmacy,3 years,RENT,35000.0,Verified,Nov-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2085626,"  Borrower added on 11/15/12 > I been going to college for past 3 years and had to pay for it by myself so I had to you my credit cards more then I usually do. And then I had medical procedure done and put me over my budget, I did try to pay out my credit, but it is difficult. I just like to have one paymet to make. v.s multiple.<br>",debt_consolidation,Credit,980xx,WA,20.64,0.0,May-04,1.0,29.0,,13.0,0.0,12817,50.1,24.0,f,0.0,0.0,15348.60717,15348.61,12175.0,3173.61,0.0,0.0,0.0,Nov-14,5260.58,,Jun-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,12817.0,,,,,,,,,,,,25600.0,,,
307725,27460394,29953481,35000,35000,35000.0, 60 months,13.35,802.65,C,C2,PARTNER,10+ years,MORTGAGE,150000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27460394,,debt_consolidation,Debt consolidation,290xx,SC,22.81,0.0,Aug-85,0.0,,,11.0,0.0,64514,76.9,23.0,w,28294.05,28294.05,12039.75,12039.75,6705.95,5333.8,0.0,0.0,0.0,Jan-16,802.65,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,561868.0,,,,,,,,,,,,77100.0,,,
283406,30355857,32909047,1000,1000,1000.0, 36 months,12.99,33.69,C,C1,Steward,10+ years,RENT,26000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30355857,,debt_consolidation,Debt consolidation,903xx,CA,25.72,0.0,Dec-04,0.0,,,7.0,0.0,6774,77.0,10.0,f,629.78,629.78,503.55,503.55,370.22,133.33,0.0,0.0,0.0,Jan-16,33.69,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,11434.0,,,,,,,,,,,,8800.0,,,
348258,20710952,22983486,30000,30000,30000.0, 60 months,15.61,723.34,D,D1,Operations Auditor/Registered Nurse,10+ years,MORTGAGE,98000.0,Verified,Jul-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20710952,,credit_card,Credit card refinancing,370xx,TN,8.5,1.0,Jul-00,0.0,16.0,,10.0,0.0,50557,88.1,20.0,w,23293.12,23293.12,13020.12,13020.12,6706.88,6313.24,0.0,0.0,0.0,Jan-16,723.34,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,138696.0,,,,,,,,,,,,57400.0,,,
51874,9594963,11447092,5000,5000,5000.0, 36 months,12.85,168.11,B,B4,Project Manager,1 year,MORTGAGE,82000.0,Verified,Dec-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9594963,,debt_consolidation,Debt consolidation,300xx,GA,10.61,1.0,Aug-00,0.0,20.0,,10.0,0.0,5893,60.1,17.0,f,0.0,0.0,5053.79,5053.79,5000.0,53.79,0.0,0.0,0.0,Jan-14,5054.43,,Jan-16,1.0,,1,INDIVIDUAL,,,,0.0,110.0,187621.0,,,,,,,,,,,,9800.0,,,
195262,1564339,1831800,8000,8000,8000.0, 36 months,14.33,274.71,C,C1,Rowan County-Sheriff's Office,10+ years,MORTGAGE,26750.0,Source Verified,Sep-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1564339,  Borrower added on 09/26/12 > I want to consolidate my credit cards so I won't miss a payment and have everything all together.<br>,debt_consolidation,Debt Reduce,281xx,NC,26.47,0.0,Oct-97,0.0,,108.0,17.0,1.0,10406,42.1,22.0,f,0.0,0.0,8927.61,8927.61,8000.0,927.61,0.0,0.0,0.0,Sep-13,6186.38,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,1679.0,104609.0,,,,,,,,,,,,24700.0,,,
368540,19055952,21258680,1000,1000,1000.0, 36 months,19.52,36.92,E,E2,assistant manager,4 years,RENT,52000.0,Not Verified,Jun-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19055952,,other,Other,208xx,MD,12.46,0.0,May-97,1.0,66.0,21.0,9.0,1.0,6415,64.8,20.0,w,0.0,0.0,421.12,421.12,246.21,159.91,15.0,0.0,0.0,May-15,88.84,,Dec-15,0.0,66.0,1,INDIVIDUAL,,,,0.0,1241.0,11405.0,,,,,,,,,,,,9900.0,,,
12494,797340,1002300,15000,15000,15000.0, 36 months,17.49,538.46,D,D5,nek corp.,10+ years,RENT,54000.0,Not Verified,Jun-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=797340,  Borrower added on 06/25/11 > Debt Consolidation one easy payment<br/> Borrower added on 06/25/11 > my job is stable working there over 20 yrs<br/>my credit score is very good<br/>debt consolidation one easy payment<br/>,debt_consolidation,debt loan,070xx,NJ,15.89,0.0,Dec-90,1.0,,,28.0,0.0,20559,18.4,43.0,f,0.0,0.0,16692.26,16692.26,12395.31,4296.95,0.0,0.0,0.0,Mar-14,43.71,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
258176,34502521,37165809,11750,11750,11750.0, 36 months,14.99,407.27,C,C5,Stockroom Supervisor,6 years,RENT,49500.0,Source Verified,Nov-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34502521,,debt_consolidation,Debt consolidation,950xx,CA,31.81,0.0,Jun-01,0.0,,,12.0,0.0,12946,66.7,19.0,f,8993.66,8993.66,4048.24,4048.24,2756.34,1291.9,0.0,0.0,0.0,Sep-15,407.27,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,36851.0,,,,,,,,,,,,19400.0,,,
326644,24035687,26408295,2000,2000,2000.0, 36 months,12.49,66.9,B,B5,weight loss consultant,10+ years,MORTGAGE,64000.0,Not Verified,Aug-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24035687,,debt_consolidation,Debt consolidation,900xx,CA,13.05,7.0,Apr-74,1.0,15.0,,10.0,0.0,5158,40.3,25.0,w,0.0,0.0,2231.25,2231.25,2000.0,231.25,0.0,0.0,0.0,Aug-15,1495.35,,Sep-15,0.0,17.0,1,INDIVIDUAL,,,,0.0,0.0,349004.0,,,,,,,,,,,,11900.0,,,
77258,7690157,9391511,11700,11700,11700.0, 60 months,15.61,282.11,C,C3,general laborer,10+ years,MORTGAGE,35000.0,Verified,Oct-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7690157,  Borrower added on 10/10/13 > we are wanting to consolidate our debt. by doing this we will be able to pay off our debt in a more conviniant and timely fashion.<br>,debt_consolidation,consolidation plan,546xx,WI,25.3,0.0,Oct-02,0.0,,,17.0,0.0,20721,32.8,33.0,f,0.0,0.0,1973.12,1973.12,944.89,1028.23,0.0,0.0,0.0,Jun-14,282.11,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,138266.0,,,,,,,,,,,,63200.0,,,
206076,1440178,1692136,7000,7000,7000.0, 36 months,6.03,213.05,A,A1,Valley Plating,10+ years,MORTGAGE,66000.0,Not Verified,Aug-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1440178,  Borrower added on 07/23/12 > We hope to purchase a class c camper to use for family trips and traveling to our kids races.<br>,car,Pro Camper,010xx,MA,14.44,0.0,Apr-97,0.0,,,16.0,0.0,5733,5.6,30.0,f,0.0,0.0,7574.198115,7574.2,7000.0,574.2,0.0,0.0,0.0,Jul-14,2891.24,,Jul-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
314437,26277670,28750731,9000,9000,9000.0, 36 months,10.99,294.61,B,B3,Quality Control Inspector,10+ years,RENT,50000.0,Not Verified,Aug-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26277670,,debt_consolidation,Debt consolidation,104xx,NY,22.49,0.0,May-81,0.0,25.0,,10.0,0.0,17940,38.4,45.0,f,0.0,0.0,2062.27,2062.27,1526.73,535.54,0.0,0.0,0.0,Apr-15,294.61,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,34865.0,,,,,,,,,,,,46700.0,,,
